"id_Pregunta";"Titulo";"Cuerpo";"Categoria";"Clase";"HWeb";"HYA";"NResp";"Seguidores"
"20151015124641AABfRdu";"
            Travelling Australia.. Where to start and how to plan?
        ";" I am planning on travelling/living/working in Australia for 6 months to a year, maybe longer who knows. I have never travelled before so I really don t know where to start or how to plan. All I know is I want to go in September next year, travel for around 3 months and end up in Perth as I have friends over there. How much will I need? Where is best to start the travels, how do I get from place to place and are there any places you would recommend?? any help would be greatly appreciated! :) thanks";" Travel";"Opiniones";"0";"0";"8";"1"
"20151015200544AADEV8l";"
            Are there motels with hidden camera in the rooms.?
        ";"";" Local Businesses";"Particulares";"0";"0";"22";"0"
"20151017161602AAofbY0";"
            Why does Yahoo and other news sources titillate with headlines such as ""
4 Palestinians shot dead in Israel in latest violence""?
        ";"It glorifies the terrorists. The 9-11 headlines would have read ""11 Arabs killed in plane accidents in New York City"" if they'd been skewed like these Palestinian headlines.";" News & Events";"Complejas";"0";"0";"8";"0"
"20151019011138AAIvlpe";"
            I'm sick and forced to school tomorrow?
        ";"I've been sneezing and coughing like crazy and my mom is still forcing me to school tomorrow, is there any way I can convince her not to let me go?";" Health";"Opiniones";"0";"0";"7";"0"
"20151019131714AA8Jdl2";"
            Where to stay in Norway to see the Northern Lights?
        ";"So I finally saved up enough money and vacation days to get to visit Norway. I've always wanted to see the Northern Lights (I live in the U.S.) and I can finally do it!!
Where is the best hotel to stay at? Should I take a ferry or plane? And when is the ideal time to go? Winter, fall?";" Travel";"Archivada";"0";"0";"4";"0"
"20151019180753AALnJyf";"
            What do i do!?! :(?
        ";" I switched schools in september and i was so upset and i wanted to switch back to my old school. Now, my dad switched me back to my old school and I m with my friends and all, but i have to catch up on all the hard work and the other school was so easy. It would be weird if i switched back to the other school and i just don t know what to do. HELP!!?";" Education & Reference";"Particulares";"0";"0";"5";"0"
"20151020144034AADeXal";"
            Are ghost real?
        ";"";" Society & Culture";"No respondibles";"0";"0";"6";"0"
"20151020163932AAxmvWE";"
            I am getting my wisdom teeth out soon (age 12) and I am a little scared because I watched a video of the procedure.?
        ";"Does it hurt when after you get them out. They will be putting me asleep but I am still scared. Do the stitches come out by themselves or do they have to manually take them out? Thanks, as you can tell by all of the wording, I am very nervous.";" Health";"Particulares";"0";"0";"7";"0"
"20151021051016AAWRnNH";"
            Why do SOME vegetarians think that fish is okay to eat?
        ";"";" Food & Drink";"Archivada";"0";"0";"8";"0"
"20151021065747AAPcpPu";"
            Can you tell how good a fighter someone is just by looking at them?
        ";" if so what sort of things would you look for? I'm guessing things like their muscle tone and how steady they are on their feet?

You know when 2 guys are having a confrontation and they ""look each other up and down"", what sort of things are they specifically looking for?

If you aren't a good fighter anyway you could ""bluff"" whoever is looking you up and down by standing a certain way or whatever? Would puffing your chest out make you look like someone not to mess with or would that just make you look silly?

(for the record I have no interest in starting a fight, just for interest)";" Sports";"Particulares";"0";"0";"19";"0"
"20151021113958AAIUKVL";"
            Does cycling induce a relaxing mental state - why/why not?
        ";"";" Sports";"Particulares";"0";"0";"5";"0"
"20151021122003AA6Z2hL";"
            Is Russell Stover chocolate good?
        ";"I'm trying to decide what chocolate to get my mom for Christmas. She loves Cadbury and Lindt and she hates Palmer. Is Russell Stover high quality chocolate like Cadbury and Lindt or not really?";" Food & Drink";"Particulares";"0";"0";"41";"1"
"20151021123722AAr3if4";"
            Why is Netanyahoo blaming the holocaust on Palestinian?
        ";"
Hitler wouldn't have killed 6 million Jews if it weren't for a Palestinian according to Netanyahu. The real question is how can idiots like this come to power?";" Politics & Government";"Complejas";"0";"0";"14";"0"
"20151021132630AADXYSX";"
            Why do people think the earth revolves around the sun?
        ";"really though, it obviously doesn`t because we`re the most important species and the centre of our universe, so it must revolve around us just like the rest of the planets";" Science & Mathematics";"No respondibles";"0";"0";"22";"0"
"20151021134606AAiOUiR";"
            Is Halloween 2: Season of the Witch required to watch?
        ";"I want to watch all original Halloween movies back to back, but is the 2nd one ""Season of the Witch"" required to watch (if I want to understand the rest of the movies) if Michael Myers isnt in it? Can I skip this one or no?
Sorry, I meant Halloween 3: Season of the Witch. The 3rd one.";" Entertainment & Music";"Opiniones";"0";"0";"11";"0"
"20151021171645AAvhO4p";"
            Will Black Ops 3 be different for ps3 compared to ps4?
        ";"I heard they would take away some features.";" Consumer Electronics";"Archivada";"0";"0";"6";"0"
"20151021172010AAA1uVQ";"
            Are we in a race against time, to save our planet from 0.00035 mole fraction CO2?
        ";"In November 1990, the English and French Prime Ministers announced that we were in a race against time, to save our planet. Barack Hussein now says we are in a race against time to stop global warming. Global temperatures are almost exactly the same as the were 25 years ago.
http://www.newspapers.com/image/66042512/?terms=un%2Bten%2Byears%2Bto%2Bsave%2Bthe%2Bplanet%2Bglobal%2Bwarming
https://www.flickr.com/gp/31188468@N03/T1U98i
Hey CankerSore its RSS data that isnt manipulated data like land based readings.
Half of the Nasa graphic you link to was filled in with red in areas with no data to make it look bad.";" Environment";"Complejas";"0";"0";"9";"0"
"20151021220018AA7KFX9";"
            What if we are born with only 16 chromosomes?
        ";"Recently, I learned in science that onions have 16 chromosomes. So, if a baby gets 8 chromosomes from each parent, would the baby be an onion??";" Science & Mathematics";"No respondibles";"0";"0";"5";"0"
"20151022010213AAdOMrI";"
            Which Game should i download?????
        ";" Ive been searching for a proper first person shooting game all over the web for over a week.
ive tried searching low spe,mid spec,etc............
Couldnt find one.........
So my system requirements are..........
RAM:2 gigs
Video Memory:830 mb Ati raedon xpress 200 series
Proessor:2.66 ghz
My pc is intel dual core
So yeah............
I need games between this requirements......
And im thinking to download the game so it should be less that 2 gb space.
THNX!!!!!!!!!!!!";" Games & Recreation";"Opiniones";"0";"0";"8";"0"
"20151022025502AAM4MPs";"
            Can you convert an internal combustion auto engine to a hybrid for more power?
        ";" Considering the engine power options of the Focus RS is limited to an inline 4 -(which I will admit 350 hp is not bad)---it would seem that since you can only get so much power out of an inline 2.3 liter 4 cylinder that the next step would be to add a hybrid motor, like the motors that ""super-cars"" use for an initial launch.  It would seem that with an electric motor one could counter the turbo-lag associated with high performance set-ups and/or enhance the maximum power output of a car.";" Cars & Transportation";"Particulares";"0";"0";"8";"0"
"20151022041642AATlFFc";"
            What are the bad emerging technologies for the environment and ecology?
        ";"";" Environment";"Complejas";"0";"0";"6";"0"
"20151022101201AAe7SH9";"
            IS IT POSSIBLE FOR TATTOOS TO BE PASSED GENETICALLY FROM MOTHER TO CHILD?
        ";"";" Social Science";"Archivada";"0";"0";"13";"0"
"20151022190156AAXHTgA";"
            How are you in spanish?
        ";"";" Society & Culture";"Opiniones";"0";"0";"7";"0"
"20151022213803AAaHy20";"
            Should I report this to the school board? 4th grader daughter is being taught this in school?
        ";" Should I report this to the board? Daughter being taught that ""whip/naenae"" crap in school by teachers?
shes only in 4th grade. Theyre making her watch the video choreography at home and practice if. its a song trend made by teenagers....what has this generation come to? it's not a dance class or anything, its for fun but i dont agree with it. Stupid dance and song that has become very popular this year. They don't teach children to do the ChaCha slide, humpty dance, running man, robocop, cabbage patch, and all that cool stuff from back in the day? (I'm 43 by the way)....this is just sad. I've also heard their teaching them this ""hit the quan"" dance next. Next thing is twerking like miley cyrus and all this justin bieber swag crap. I didnt know these dancss until I googled them and I'm so dissapointed in this generation's education system. This is just disgusting. they told the children (my daughter included) to practice these dances by next wednesday. I don't condemn this and agree. Should I report this stupid crap? This is why i didnt want to raise kids in this screwed up generation.";" Pregnancy & Parenting";"Opiniones";"0";"0";"11";"1"
"20151023043252AAf9Tb1";"
            How do I turn off the maximized screen?
        ";"";" Computers & Internet";"Archivada";"0";"0";"6";"0"
"20151023060358AA7V3F5";"
            Is the ever present tag of ""Racism"",a ploy to distract from the ongoing moslim invasion of Europe ?
        ";"";" News & Events";"Particulares";"0";"0";"10";"1"
"20151023064231AACRWu7";"
            Why do atheists keep screaming persecution if we refuse to vote for atheists?
        ";"We don't vote atheists because of their inhumane policies. Legalizing incestuous marriage? Forcing Catholic hospitals to perform abortions? Trying to strip tax exempt status from Churches because they won't perform gay weddings?";" Politics & Government";"Opiniones";"0";"0";"18";"0"
"20151023080455AAzlgh6";"
            Do birds eat cats?
        ";"";" Pets";"Archivada";"0";"0";"12";"0"
"20151023092600AAuBnJ6";"
            I have heard many Christians say that Noah's Ark really happened and is not allegory, but why would they want that to be true?
        ";"Doesn't god drowning an entire civilization including babies and children kind of make him look evil?
Are you saying that children weren't drowned in a global flood?

What could a baby have done to be considered evil?
So you are saying you are okay with killing babies as long as you have a fallacy to hide behind.

Got it.";" Society & Culture";"Complejas";"0";"0";"29";"0"
"20151023142833AAKWfgz";"
            Could a 125v 1 amp switch handle 12v at 5 or 10 amps?
        ";"";" Home & Garden";"Archivada";"0";"0";"6";"0"
"20151023170025AAcINPD";"
            Does Nibiru really exist and is it going to end the world before New Years. There have been sightings and I'm afraid.?
        ";"There have also been warnings and I'm 14 and I want to know if it will be our downfall in the future.";" Society & Culture";"No respondibles";"0";"0";"8";"0"
"20151023175549AAftkdO";"
            How long does it take to download Windows 10? I have 3.84 of RAM, Intel(R) Core(TM)2 Duo CPU T6600 @ 2.20GHz, 64-Bit Operating System, and?
        ";"";" Computers & Internet";"Archivada";"0";"0";"6";"0"
"20151023190706AAsvprs";"
            What does this symbol represent?
        ";"content://media/external/file/23170";" News & Events";"Archivada";"0";"0";"5";"0"
"20151023193119AADOt20";"
            What's the perfect omelette?
        ";"
I love making omelettes for my family. I make 'em any which way. I, personally love cheese and mushroom with roasted long hots. I like them fluffy so I make them with a touch of whole milk or sour cream. I LOVE omelettes?";" Food & Drink";"Opiniones";"0";"0";"78";"3"
"20151023203848AAcD64X";"
            Can not showering for a long time make you really itchy?
        ";"";" Health";"Particulares";"0";"0";"3";"0"
"20151024004739AAFNwqn";"
            Do we have to pay income tax on our gifts and tips?
        ";"";" Business & Finance";"Archivada";"0";"0";"6";"0"
"20151024010528AAP0QFW";"
            Why can you only answer 20 questions a day?!?!?!?!?!?!?!?!?!?
        ";"";" Yahoo Products";"Archivada";"0";"0";"16";"0"
"20151024014506AAHjyU2";"
            Pls. can somebody answer this question for me. What will be the IQ if a person's chronogical age equal their mental age.?
        ";"";" Arts & Humanities";"Archivada";"0";"0";"5";"0"
"20151024033306AAw2hpM";"
            What position should I play next year for football and I am 5,7 and I am skinny and so can y'all help me?
        ";"";" Sports";"Archivada";"0";"0";"7";"0"
"20151024043302AAocKwf";"
            NHS is broke. Obesity costs the NHS £10b per year, is cameron incompetent or more concerned about donations to party coffers?
        ";"";" News & Events";"Opiniones";"0";"0";"8";"2"
"20151024063251AAkEKJQ";"
            Is this a coincidence these two native foods are hated by Muslims ?
        ";" http://www.telegraph.co.uk/news/health/n...

Odd really, eaten for centuries by native people,suddenly the establishment tell us they can cause cancer.

Or could it be they are trying to get foods they hate banned ?

Isnt it funny how they never find anything wrong with foreign food.

CE.  This is a current news item.Please keep it in CE.  Thanks.
Sauges and Bacon are the two foods of course.";" News & Events";"Particulares";"0";"0";"17";"1"
"20151024071615AA7geak";"
            Should you believe a climate scientist who manipulates data to keep the public from seeing a drop in temperatures?
        ";"";" Society & Culture";"Particulares";"0";"0";"24";"0"
"20151024075256AA53vec";"
            Why did the Romans choose to occupy Britain instead of conquering the rest of Europe?
        ";"";" Arts & Humanities";"Complejas";"0";"0";"10";"0"
"20151024122705AA6Pu7A";"
            Should i take my braces off by myself?
        ";"i cant afford them anymore. so i need to take them off";" Health";"Particulares";"0";"0";"9";"0"
"20151024132154AAUsWPE";"
            I forgot my yahoo mail password?
        ";"";" Yahoo Products";"Archivada";"0";"0";"3";"0"
"20151024135401AAiNkr4";"
            Why do you have a pin number with a credit card?
        ";"";" Business & Finance";"Archivada";"0";"0";"6";"0"
"20151024151612AAHz3ur";"
            Do you think this would be a good gift plan?
        ";"My best friend is getting married next year July. I was thinking of giving him and his family a gift for each. One for his mom, one for his sister and one for him and his fiancee. It's a rare cookware. Do you think it's a good idea? Total comes 160 dollars and I am thinking of something else for his father.";" Family & Relationships";"Opiniones";"0";"0";"12";"0"
"20151024154903AAJO3oG";"
            Males, what makes a man a white knight?
        ";"I definitely dont think many people white knight me as much as they white knight women who are extremely proud of their large breasts.  ";" Social Science";"Particulares";"0";"0";"10";"1"
"20151024185326AAqyVbQ";"
            Second psychic told me someone burned a black candle on me?
        ";" I think its a scam but I know people who believes in that stuff so its possible. She says she wants $150 to take it off. Any time I hear that I think its definitely a scam. My friend convinced me to go both times..I'm done. But it does have me thinking because she was very confident in her reading and right about a lot.";" Society & Culture";"Particulares";"0";"0";"15";"0"
"20151024224252AAF0oQ3";"
            Not only do the vast majority of the worlds scientists believe global warming to be fact but the majority of the worlds religious clergy?
        ";"So why is is this only a political issue in the United States?......what is it that US Conservatives know that the rest of the world doesn't?";" Environment";"Archivada";"0";"0";"17";"0"
"20151024225353AAciXHE";"
            Minor Travelling Alone?
        ";"I am 14, I am planning to go overseas alone. being a minor, I do acknowledge that SIA allow children above 12 to travel alone. But am I allow to check into a hotel alone?";" Travel";"Archivada";"0";"0";"6";"0"
"20151025011343AAsoQ4D";"
            When will drinking alcohol, and smoking cigarettes be illegal? and smoking a electronic cigarette, and smoking weed be legal????
        ";"";" Food & Drink";"Particulares";"0";"0";"5";"0"
"20151025031859AA0B50U";"
            Steps taken by government to preserve wildlife?
        ";"";" Environment";"Archivada";"0";"0";"4";"0"
"20151025055614AAHuksu";"
            Why do Roma gypsy have eyes like crows, even when they own property?
        ";"
Please, no Yanks!";" News & Events";"Particulares";"0";"0";"8";"1"
"20151025062013AA8dy8A";"
            Where is it better to begin learning a foreign language: in your city/town or in a country where the language originates from?
        ";"";" Education & Reference";"Particulares";"0";"0";"7";"0"
"20151025072450AAm2uyo";"
            Who will achieve the hiv cure.is that the us Russia,spain Denmark or any other country.I believe that it will be a Asian country lik Japan.?
        ";"";" Science & Mathematics";"No respondibles";"0";"0";"5";"0"
"20151025075106AAhCCKO";"
            What other inventions have females provided society besides the flat bottom paper grocery bag?
        ";"
I've also heard the windshield wiper was invented by a female which i can't imagine a vehicle without one
Indirect inventions through birthing don't count. That's reaching. I'm talking about physically using your brain and hands to create a useful prototype that later becomes a useful product";" Social Science";"Complejas";"0";"0";"15";"1"
"20151025081543AA6SJ9Z";"
            Why do my questions keep getting reviewed?
        ";"I am trying to ask a question about pedicures and the questions keep saying they're under review. Why? Please help. Thanks!";" Yahoo Products";"Archivada";"0";"0";"7";"0"
"20151025092430AAOqMam";"
            How might the world have been different if companies like Exxon taken a different approach to the problem of climate change?
        ";"";" Environment";"Archivada";"0";"0";"8";"1"
"20151025095502AAiA7eC";"
            John Keats: phrase about shining eyes?
        ";"I'm looking for a verse in a John Keats' poem that includes a line about shining eyes. It was a love poem, I think.

It might be impossible to find the precise one so I'm open to any one that comes close.";" Arts & Humanities";"Archivada";"0";"0";"3";"0"
"20151025102341AAHEtJX";"
            I need to change my password?
        ";"";" Yahoo Products";"Archivada";"0";"0";"5";"0"
"20151025103422AA8EpGO";"
            How much horsepower would a 1974 gran torino have with a 351 windsor? I was told it has about 300 hp and **** load of torque. Opinions?
        ";"";" Cars & Transportation";"Archivada";"0";"0";"9";"0"
"20151025120951AAI9SqL";"
            What's a good show on Netflix?
        ";"Bored, midterms are done, need to do something with my life
sshow";" Entertainment & Music";"Opiniones";"0";"0";"8";"0"
"20151025121420AAETFW6";"
            Is Kim Davis the last Christian to be persecuted for not bowing to the evil immoral agenda of the atheists and gays?
        ";"Atheists and gays are our masters now. We must all bow to them.";" News & Events";"Opiniones";"0";"0";"11";"1"
